v	bet	hibet
290	224.971907863424	8.430252528657904
291	302.0911637741964	418.8016277318821
292	100.2651701690562	0.7216232167980199
293	124.7119083733227	-1.3122412971377984
294	128.7189602339723	3.863871854563538
295	57.968212727693476	1.3713220064105964
296	140.40191325078854	9.579417978108824
297	43.36237601374916	0.0
298	50.96407275511546	0.0
299	74.5511067965035	0.0
300	123.50960665477112	0.5167248045367665
301	84.68008721624227	11.647605658291312
302	126.97805463062323	0.054868531580489675
303	43.49450356030175	-0.10704777567158755
304	187.3062722435964	-1.2747969352927473
305	37.2951053120755	0.0
306	72.29697322520002	0.0
307	65.70712343134316	0.0
308	71.15585465545088	0.0
309	27.451811885523323	0.0
310	64.79765008538088	0.0
311	494.37016477783567	418.8016277318821
312	148.08047474721747	0.0
313	150.59274568841815	10.217012977405034
314	476.66670466111395	418.8016277318821
315	260.2000070423257	13.215584162097409
316	286.494812402727	3.794878416289555
317	90.54218828941953	0.0
318	115.03843209990266	-1.3398224000806471
319	127.76649711417582	2.161031326949585
320	220.9901614882765	0.0
321	119.96156284538439	7.416779396266125
322	78.55042656451987	0.0
323	72.98275342842047	0.0
324	185.0085885834531	-3.9531292219542467
325	186.54010529289332	3.1087371554052776
326	60.338011483828254	0.0
327	50.89365775947401	6.578640216436815
328	58.23137233069339	0.0
329	77.76453191206325	0.11737658006780516
330	397.88567263806317	418.8016277318821
331	75.39501757499605	2.4150532639443054
332	60.538292506572645	-0.2245559699216664
333	253.78233301505966	2.26007363787396
334	156.87646158146336	418.8016277318821
335	36.41691139300909	-0.2239041578600981
336	86.82829889807641	0.24952328139767388
337	281.68166734852696	-1.7156595196838824
338	426.44159396078686	2.5961821849353055
339	84.22596735366983	0.2518550334599967
340	190.65377800090494	-0.0669347178096235
341	111.42753362139486	-0.17109961664847262
342	42.16129771123777	0.0
343	239.8102556949907	10.698295831281442
344	278.70778705975164	418.8016277318821
345	116.6050795810033	6.097820135121578
346	25.901060571312108	0.0
347	125.07693997821553	7.804598894376198
348	73.55295187399012	0.0
349	41.80936338123738	0.0
350	77.1444594669303	0.0
351	54.11479380195946	1.468527412040862
352	45.927353428351886	0.1147177375321269
353	112.16441450115849	-0.7680595202332657
354	100.8564549571307	0.0
355	53.59683062231852	0.0
356	66.7236631162743	0.0
357	42.92657339118689	0.0
358	74.31407021969164	0.0
359	63.560850482577194	0.1147177375321269
360	868.5550299445124	418.8016277318821
361	658.2471302053912	418.8016277318821
362	171.46710486176704	4.522554099318317
363	221.5783957070314	120.8043380720612
364	54.18654963138369	0.0
365	94.8177603804581	0.0
366	114.27050684360225	-1.054780839360295
367	42.211666911820764	0.09681180776521722
368	87.82280112460678	0.29673129714137475
369	34.72102166325186	0.0
370	225.43201828220774	13.215584162097409
371	44.95869121215803	0.0
372	70.55566402639546	0.0
373	63.11073850700375	0.49581195263871486
374	104.8222920280131	1.1025140805373328
375	23.09213652812664	0.0
376	34.482857838980436	0.0
377	174.4148890883681	1.6301434453854364
378	398.5809110462335	418.8016277318821
379	58.50351111885747	0.0
380	65.69322027647793	0.4214691310400342
381	36.618347649118796	0.0
382	41.10372234573249	0.0
383	54.039290766703566	-1.3678768420251834
384	80.0211525143105	24.290931086728214
385	49.45360403446606	-1.3722567654990627
386	76.04516391336865	0.0
387	43.4040714757503	-1.3204428616009907
388	173.1903317934312	6.222923056796161
389	366.9424089898173	418.8016277318821
390	41.71018025606427	0.0
391	82.93062874849254	3.0587723942720215
392	52.16900142594357	0.0
393	256.5473916835786	418.8016277318821
394	125.0430254802825	1.6388198778497092
395	36.47188509044717	-0.6865185349846596
396	43.9485164160532	0.0
397	35.95104182825838	0.0
398	108.1962806877925	6.428640375655778
399	57.27310075977232	0.0
400	125.23002075015124	-1.9176445824239097
401	41.674353725414946	0.0
402	34.77636631735456	0.0
403	41.33677090089368	0.0
404	121.76008177485399	-0.1993654153062252
405	68.91861154315913	0.8459472592851559
406	95.7719533383042	1.647244232617723
407	59.177764373273675	0.0
408	406.3730123840294	418.8016277318821
409	63.69347962841479	0.0
410	97.33404150929493	8.719233937639277
411	51.27441394261046	0.0
412	25.200912562775134	-0.18041070558431013
413	46.40118253220803	-1.1314250243608026
414	289.5974794547632	418.8016277318821
415	134.3716388922581	7.71657093249991
416	55.12689841595016	4.285353501891108
417	83.25757133742648	0.0
418	38.059845177662915	-2.0745465237635154
419	65.58257974221495	0.0
420	60.08590926031903	0.0
421	38.121444912322126	-1.054780839360295
422	166.15002316488759	2.648182523038267
423	149.4645807067006	-0.1655269645570479
424	74.78464825361509	-0.8494732367233409
425	45.102887172444966	0.0
426	276.47747567731955	418.8016277318821
427	252.60146944828793	32.43847202251653
428	81.60100903954255	0.0
429	79.59129926918715	0.0
430	44.85544207222937	0.0
431	41.57122575154702	0.0
432	32.40872079025968	0.0
433	99.74068682754427	0.0
434	101.13718495985188	0.637565915134379
435	42.78134922610475	0.5606451150231301
436	73.01833922892268	0.0
437	63.20001560480098	0.0
438	136.60426870848818	4.145463225774722
439	81.70980670004845	0.8554589124325268
440	110.05667141316579	3.3418205221137174
441	75.77279717664412	0.0
442	65.82202056350542	0.6747038292935281
443	39.84325690392145	-0.45932225027761325
444	69.12176365546587	5.1259278254150855
445	48.89047080946859	-1.257361994102508
446	56.86493139374232	-1.2045062024627908
447	37.584281183479455	0.0
448	75.719958424104	0.0
449	44.680536108292685	2.270019304997935
450	106.79899033423003	2.1961936327085847
451	46.140966972103115	0.0
452	40.698693369581356	-0.1770689149172655
453	51.1110374623994	-0.1770689149172655
454	38.026838156157304	8.296157647675697
455	142.36230051825652	7.804598894376198
456	84.38093844111691	6.365196177945996
457	335.4584878446204	3.5896169912581466
458	54.43311626564379	0.0
459	102.11719921818468	1.86241337963966
460	263.00857775354564	418.8016277318821
461	143.10230331581948	5.778991841998712
462	22.088448567197858	0.0
463	78.25582218605346	1.3758128619571026
464	51.9397075127736	0.0
465	51.952544460273124	0.1173765800679172
466	87.83830727130263	7.882827090451566
467	64.14591923065122	-4.483241365942948
468	91.54262244405031	0.0
469	63.23647290941143	0.11471773753211695
470	229.59082055490666	1.8552907958830513
471	37.753826095273574	0.0
472	147.00264939405685	-0.6866332360081464
473	33.64048898243006	0.0
474	24.749459640854678	0.0
475	200.15792688022688	5.239676715266722
476	127.7332149799229	2.4371933904103185
477	97.34947493509132	2.2527882135966313
478	161.9833461695204	418.8016277318821
479	28.066730667642542	-0.9809333391434889
480	246.4348174460159	7.18961186130542
481	46.85479281109274	11.60085988206811
482	157.11501513635102	-7.06002024330846
483	145.73401348066406	2.96149223800517
484	41.75721394297811	0.0
485	64.91078487992482	0.0
486	122.17561540475725	-3.377012104380501
487	58.35664370821938	-1.033645451069712
488	42.702408959303504	-3.536088509649267
489	57.12171648318154	0.0
490	95.20735904214841	6.977598315332307
491	65.22410836563645	2.727769254845138
492	53.409090993405414	0.0
493	68.59284405831572	1.638206472199157
494	67.56958173192331	2.1961936327085847
495	105.13710818106289	2.073897383383138
496	41.08348528323669	-0.2010806595401094
497	39.80851298609272	2.897495263280133
498	89.84236205419349	-0.06357352454319914
499	60.68752105014775	-0.10704777567158755
