v	bet	hibet
0	4480.200081334087	418.8016277318821
1	5439.647722663121	418.8016277318821
2	8610.883945067058	418.8016277318821
3	4983.380894469072	418.8016277318821
4	4009.2600741492965	418.8016277318821
5	4202.672121769238	418.8016277318821
6	6257.561693379999	418.8016277318821
7	14291.834529109898	418.8016277318821
8	4876.167221503072	418.8016277318821
9	2044.878953715864	418.8016277318821
10	1028.7087822948856	418.8016277318821
11	980.2635287491779	418.8016277318821
12	2552.5896717722576	418.8016277318821
13	1599.4373543017177	418.8016277318821
14	1024.5540212231706	418.8016277318821
15	3758.000703179201	418.8016277318821
16	534.3781710380284	418.8016277318821
17	996.1693928270425	418.8016277318821
18	245.03611737252248	-0.0669347178096235
19	888.6358204770894	418.8016277318821
20	693.1375192013987	418.8016277318821
21	405.9697143768427	418.8016277318821
22	490.9987812202072	418.8016277318821
23	443.26305309069124	418.8016277318821
24	40.34073179343881	0.0
25	258.85081427976064	418.8016277318821
26	92.40836322165649	0.0
27	196.83111692878398	9.483935234950765
28	196.1755171414428	152.52172964780516
29	211.00912574724433	0.8106364321086914
30	110.17253530864123	7.139090559095707
31	424.63154961199683	418.8016277318821
32	206.34662561787346	0.42619706419448006
33	175.23991598010556	3.3919465824998194
34	503.6054899704562	418.8016277318821
35	118.76953629792942	-0.8725741792055315
36	181.82917010116432	1.1025140805373328
37	142.06489350503512	7.530520773017583
38	89.51425776065426	83.28394713578898
39	56.13922876860022	2.26007363787396
40	82.88477693506913	0.0
41	80.14732002851096	9.08940170583225
42	98.96901251757899	0.0
43	103.373441553076	6.428640375655778
44	94.88464145998739	-1.3027024067921116
45	142.75028202184825	5.247593350142647
46	44.078070090977064	0.5089120277554029
47	62.41229471704675	6.29620288948089
48	32.91742535263994	-2.04409677241572
49	87.14193599643257	8.332971105071719
50	37.43337448906115	0.0
51	88.7942616754963	0.0
52	47.94884860391403	-0.4754253507002043
53	49.45554914964496	0.6114031010737017
54	43.15878567664981	0.0
55	11081.056646374958	418.8016277318821
56	4522.1801088068205	418.8016277318821
57	1285.3336582109928	418.8016277318821
58	1635.7624723902354	418.8016277318821
59	1481.5040188345965	418.8016277318821
60	1463.003196091795	418.8016277318821
61	2903.614731989722	418.8016277318821
62	1010.7805546524913	418.8016277318821
63	5642.15267671893	418.8016277318821
64	499.9232002617488	418.8016277318821
65	1463.3456946941897	418.8016277318821
66	1075.9824195953395	418.8016277318821
67	429.96950041501407	418.8016277318821
68	538.9312019417159	2.285291991364856
69	274.4835682997954	418.8016277318821
70	518.1263870504877	1.904172888345683
71	352.96795975240315	418.8016277318821
72	571.4346292485358	418.8016277318821
73	196.87024712759757	2.4990854207696334
74	207.06776097405776	6.041371580148016
75	192.1380545355697	206.61849169213434
76	150.74865129733553	3.4024536922833453
77	319.83889783592724	418.8016277318821
78	214.1273847625828	4.781285530449672
79	485.0299984272634	418.8016277318821
80	626.1212730767876	418.8016277318821
81	236.44031694941881	351.17709433012743
82	149.1522714690953	6.558228963642809
83	144.20284435119444	5.778991841998712
84	57.82391228230769	0.0
85	71.32713049645702	0.12003542260363315
86	68.91882597471086	0.0
87	18.688446231048164	0.0
88	157.99427432168892	-3.410447319482315
89	52.76314263180244	0.7463891243932523
90	60.612634018152214	0.0
91	86.13745852232358	0.0
92	72.36351009708085	1.0653427084918718
93	76.47700028625619	0.17336664470253954
94	43.206090020474875	0.23154959101230085
95	202.12559458120106	4.304248552299883
96	58.74860848981488	0.10541178865661827
97	38.44535030548692	0.0
98	33.20523974713335	0.0
99	80.81852777227273	0.0
100	32.03643457175466	0.0
101	42.43126341542664	0.0
102	53.386945611956754	2.8197974114688615
103	6638.8405006845915	418.8016277318821
104	594.4484410977841	418.8016277318821
105	2093.742219308804	418.8016277318821
106	1944.2957074173062	418.8016277318821
107	673.7455784354987	418.8016277318821
108	1230.3050168508166	418.8016277318821
109	1583.923969018554	418.8016277318821
110	654.9464597847908	418.8016277318821
111	163.12361923219174	0.0
112	320.0624243229168	12.832323037072038
113	1233.5651873161721	418.8016277318821
114	294.4843372103141	328.1198332612467
115	1230.5909450920885	418.8016277318821
116	92.01479278806785	0.0
117	207.31167467675195	7.530520773017583
118	623.8848664903628	418.8016277318821
119	424.8742738632111	418.8016277318821
120	245.12012577414518	4.148417766240235
121	573.6093220198245	418.8016277318821
122	56.38150850439518	0.0
123	215.26767719424362	165.53069279979715
124	238.2611000718081	2.4371933904103185
125	161.58056012262276	-0.8494732367233409
126	77.90827727090361	0.0
127	199.81829902817336	-1.3816600331395803
128	216.13958640642537	-1.7379319160331839
129	125.27266538554187	6.648891768942823
130	28.844116881315877	0.0
131	118.24621510226405	-1.1149597196178263
132	90.59390862964985	-4.066706154552742
133	105.64998219487275	-3.754495510836583
134	211.04040070305453	5.834374411837621
135	58.676521605973306	0.0
136	141.34909575215792	10.59891736736572
137	135.65606327690082	7.762553434541022
138	122.6470779285344	-1.7146503804917468
139	221.27896429261511	13.431159600317725
140	91.39329757811574	2.6772952351120183
141	85.7189987213805	0.0
142	89.97237207330261	0.0
143	58.88862013922853	5.090637784873887
144	79.17346927639852	7.480504296055784
145	82.5433586898451	0.0
146	99.55824789721602	17.620117914270587
147	33.1395079247602	0.0
148	34.68118956643507	0.0
149	194.75186487213702	9.434852634919231
150	69.38404285714546	-0.1993654153062252
151	26.431449708637157	0.0
152	30.97039363031201	0.0
153	87.42308772741505	-3.003269066047344
154	108.25375190395734	5.247593350142647
155	24.590892383271463	0.0
156	46.76561191660749	0.0
157	808.9688728994096	418.8016277318821
158	1942.500711495649	418.8016277318821
159	524.945022722915	418.8016277318821
160	67.78645382934641	0.0
161	392.5590351153979	418.8016277318821
162	629.5528740514579	418.8016277318821
163	1504.056245816393	418.8016277318821
164	351.3819901509983	418.8016277318821
165	243.41989626765346	2.5961821849353055
166	237.83281285918378	-0.0669347178096235
167	314.77303498650184	11.146664986805703
168	452.3504681826487	418.8016277318821
169	166.34925740385924	-0.055119491964502436
170	37.479263157668	0.0
171	123.55927533844246	9.11211188299961
172	142.5178765983589	-0.07774858979934292
173	343.8803950741603	383.30353460552715
174	73.49757848309166	-1.8369258125619448
175	176.81955343818234	0.49581195263871486
176	93.98497619150942	-0.4754253507002043
177	95.26103035049096	0.8910783769071668
178	87.87913048358752	-3.410447319482315
179	26.955193276173144	2.6772952351120183
180	92.39849858133182	-3.166545024680262
181	109.34217891719831	18.559150159643288
182	44.229328703961166	0.10807063119238405
183	26.26164911838496	0.20761294323248258
184	92.34812221344946	0.0
185	38.947497383809115	0.0
186	63.11100333034785	0.5185516422309697
187	53.923185553586926	0.6205078130717583
188	741.1884540557952	418.8016277318821
189	512.2754989380315	418.8016277318821
190	391.0285968425391	418.8016277318821
191	141.82305037439295	0.39747891929427015
192	316.06573246070144	1.0941641559658597
193	157.00455383976276	3.500874394428419
194	451.0989209571617	418.8016277318821
195	189.51488048339903	5.790669822966866
196	240.4397702189466	237.71854813109485
197	28.73381182658412	-0.052043015066157876
198	795.6090844605043	418.8016277318821
199	19.75190864049365	0.0
200	172.13886201609432	4.5693631783052115
201	109.82554317729726	-0.0669347178096235
202	101.6124768365103	0.0
203	283.0749413563704	418.8016277318821
204	382.7789057209889	418.8016277318821
205	190.80875131799394	13.431159600317725
206	40.83926878569723	0.0
207	179.3278251861738	3.077244622367307
208	92.35553175966365	-1.8827040206680867
209	101.76949232542282	0.22263977363000828
210	26.38434314251183	0.0
211	47.76109297182577	-0.055229803719797535
212	55.260284807381204	-0.9762171683171292
213	74.45311172466056	0.0
214	527.7883446406547	418.8016277318821
215	432.0323569366612	418.8016277318821
216	728.0010706654406	418.8016277318821
217	382.4157368136272	5.992461185964559
218	342.7471299083724	418.8016277318821
219	440.8951305478642	418.8016277318821
220	460.9514614049994	418.8016277318821
221	100.20842993219136	6.058848869337353
222	661.8557852394833	418.8016277318821
223	246.79307289394052	6.46345955426169
224	79.4205655477836	-0.14084086470423665
225	295.6742826547135	-1.3122412971377984
226	82.28539165798381	3.2815121292317784
227	105.05757806639538	12.71491574710084
228	62.589026356087174	-1.6165153276711908
229	82.98935643674288	5.273085813802889
230	116.90387891079472	0.0
231	84.90537964017004	0.0
232	53.36103050449053	0.0
233	36.19164766667702	0.10408236738870806
234	89.19142325570958	-1.8917270666466555
235	41.02781435066445	-0.35407957654624606
236	28.24168504862013	-0.18041070558429997
237	29.254956614202733	0.0
238	316.44020596037484	418.8016277318821
239	1653.1986805337833	418.8016277318821
240	359.0267472588814	5.282333597676562
241	395.79994291528936	8.705297358534963
242	407.68989996703147	418.8016277318821
243	197.30559368563183	-1.10967194229435
244	431.98831126355344	418.8016277318821
245	207.62280658236475	6.365196177945996
246	91.35702755668169	0.5656049983389061
247	212.35867480992601	2.23236602048181
248	453.0888075297548	6.648963166278947
249	270.84364117814397	418.8016277318821
250	100.35066175568562	5.159569725087358
251	116.68213110439808	0.0
252	166.2672709052061	3.708137356778571
253	93.11496880963429	0.0
254	64.81442940463205	0.0
255	85.19993594659827	2.383656165676975
256	138.25142287018525	-0.05750600549577076
257	122.20257974840679	-2.1403289592069523
258	98.072485509191	3.0584898987018807
259	70.53377589656974	0.0
260	93.48573906945848	4.925179182546366
261	46.944975496042176	0.11737658006778814
262	46.55462962028624	0.0
263	64.37150308613744	-3.467124100822852
264	79.16887516907326	0.0
265	42.42016094113382	0.0
266	76.710782030975	0.0
267	25.887910597917564	0.0
268	62.15493292874624	2.9503076114531335
269	119.68973777150549	-0.17109961664847262
270	47.78684433144125	0.11072947372844204
271	60.80384610366365	2.0307026750746693
272	70.50604087004713	0.0
273	665.3762309235291	418.8016277318821
274	782.7739659189436	418.8016277318821
275	657.3921744292862	418.8016277318821
276	289.6302039058254	19.57886482798925
277	235.82754120233832	-1.1314250243608026
278	364.87040699805544	418.8016277318821
279	880.5390470996089	418.8016277318821
280	398.2272976461714	1.4299767606939615
281	208.49301641126578	5.7017245058006605
282	55.791982940198096	0.24838549352845762
283	175.1177337527605	0.8123238851639631
284	778.1467210908592	418.8016277318821
285	220.43982759064932	-2.286602230661033
286	307.2326971266296	7.779949588124038
287	191.0491956221627	0.3703130894567018
288	273.1948842690868	418.8016277318821
289	137.70985183500787	1.8891019966457576
